Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-01-13,105.4129638671875,106.7691648501085,103.53965124322387,103.54940272951636,4088800,0.0,0.0
2026-01-14,108.04730987548828,109.71572963827452,105.93983502287298,105.9886147862525,4405000,0.0,0.0
2026-01-15,105.39344024658203,107.48141200086785,104.80803101407415,106.10569323278617,4638200,0.0,0.0
2026-01-16,103.7386703491211,105.64954458315722,102.70443259021965,104.78275255212583,5649400,1.02,0.0
2026-01-20,104.61531066894531,105.69879323271051,103.4136271380111,105.16690015271456,4914900,0.0,0.0
2026-01-21,106.42768096923828,109.35308144576636,105.01915147394286,106.81182469387862,5964700,0.0,0.0
2026-01-22,104.7236557006836,106.19128195847176,103.68941794304085,105.84653854420513,4561900,0.0,0.0
2026-01-23,106.70348358154297,106.98913028518525,105.21615333666178,106.3193398285034,5302000,0.0,0.0
2026-01-26,105.98443603515625,108.8014951062232,104.86155319030777,108.03320763499454,4806400,0.0,0.0
2026-01-27,106.9595718383789,107.65891815644402,105.17675048812026,106.76257774431517,3149200,0.0,0.0
